0.0004608	0.02889957
0.000512	0.030233347
0.0005632	0.029957394
0.0006144	0.030785253
0.0006656	0.029119677
0.0007168	0.027907452
0.000768	0.027178146
0.0008192	0.027214282
0.0008704	0.029405486
0.0009216	0.030814819
0.0009728	0.571168149
0.001024	0.934434761
0.0010752	1
0.0011264	0.49033014
0.0011776	0.107319673
0.0012288	0.043078329
0.00128	0.034175542
0.0013312	0.029911401
0.0013824	0.030535582
0.0014336	0.030456738
0.0014848	0.031540841
0.001536	0.029937681
0.0015872	0.030023097
0.0016384	0.02932007
0.0016896	0.026971181
0.0017408	0.026596671
0.001792	0.028883145
0.0018432	0.031074349
0.0018944	0.027680774
0.0019456	0.218207037
0.0019968	0.817647261
0.002048	0.995726042
0.0020992	0.817121637
0.0021504	0.233519163
0.0022016	0.055243282
0.0022528	0.034198537
0.002304	0.031517844
0.0023552	0.03011508
0.0024064	0.02804543
0.0024576	0.029674869
0.0025088	0.029858837
0.00256	0.028239252
0.0026112	0.030092085
0.0026624	0.028492209
0.0027136	0.027411391
0.0027648	0.028498781
