0	0.032115046
0.0000512	0.030075232
0.0001024	0.030693176
0.0001536	0.029304305
0.0002048	0.030069233
0.000256	0.028314396
0.0003072	0.02837439
0.0003584	0.029400295
0.0004096	0.029040328
0.0004608	0.0271745
0.000512	0.420552304
0.0005632	0.841908528
0.0006144	0.947063854
0.0006656	0.982100675
0.0007168	1
0.000768	0.808458597
0.0008192	0.245770383
0.0008704	0.062556244
0.0009216	0.037982505
0.0009728	0.033404928
0.001024	0.031782076
0.0010752	0.031248125
0.0011264	0.029970244
0.0011776	0.029292306
0.0012288	0.030792167
0.00128	0.029706267
0.0013312	0.029613276
0.0013824	0.031221127
0.0014336	0.03021622
0.0014848	0.128355197
0.001536	0.708498837
0.0015872	0.916043729
0.0016384	0.972879515
0.0016896	0.996643289
0.0017408	0.989503991
0.001792	0.499391066
0.0018432	0.115735348
0.0018944	0.04627074
0.0019456	0.034100864
0.0019968	0.034064868
0.002048	0.031584094
0.0020992	0.032526007
0.0021504	0.031101138
0.0022016	0.030078233
0.0022528	0.029520285
0.002304	0.029526284
0.0023552	0.02923831
0.0024064	0.029499286
0.0024576	0.029103323
